"","X.1","X","stratum.id","LE_white_lcl","LE_white_med","LE_white_ucl","LE_white_mean","LE_black_lcl","LE_black_med","LE_black_ucl","LE_black_mean","LE_wbgap_lcl","LE_wbgap_med","LE_wbgap_ucl","LE_wbgap_mean","state","year","sex","Census_Region","Census_Division","stabbrs","state.map.order","stabbrs.map.order"
"94",94,4,"Arizona.1970.Male",67.9101562242262,68.123506021931,68.3654946535408,68.1249262984286,61.7376891000661,63.0222212623053,64.2035294578803,63.0046911186891,3.88917639869587,5.09690388975607,6.39410426807364,5.12023517973952,"Arizona",1970,"Male","West","Mountain","AZ","Arizona","AZ"
"95",95,5,"Arizona.1971.Female",76.4275242293663,76.6550593515271,76.8698472496788,76.6502173381495,71.8575991553547,73.2162460031691,74.7430700021587,73.242839105679,1.85338843704827,3.44310221705088,4.83426661610099,3.40737823247047,"Arizona",1971,"Female","West","Mountain","AZ","Arizona","AZ"
"96",96,6,"Arizona.1971.Male",68.203328853103,68.4001438066181,68.6218605561111,68.4022672495918,62.1838699673222,63.310731908366,64.5057132605235,63.3216142492333,3.89328644575329,5.07673772957306,6.23746181750443,5.08065300035852,"Arizona",1971,"Male","West","Mountain","AZ","Arizona","AZ"
"97",97,7,"Arizona.1972.Female",76.8358040182399,77.0575631906873,77.275044359643,77.0587128028835,71.9584955566692,73.3234959269257,74.7744813399944,73.3298041990299,2.32382400135498,3.75017364976857,5.08311891336994,3.72890860385352,"Arizona",1972,"Female","West","Mountain","AZ","Arizona","AZ"
"98",98,8,"Arizona.1972.Male",68.59378745521,68.7997666484909,69.0230174378387,68.8002035943522,62.4181836716994,63.5551393915537,64.7794678774178,63.5704117134931,3.99503245793402,5.23397503337033,6.34085451421594,5.22979188085912,"Arizona",1972,"Male","West","Mountain","AZ","Arizona","AZ"
"99",99,9,"Arizona.1973.Female",77.0872202664275,77.3187934849545,77.5271022868016,77.314993646765,72.183214042008,73.4811477429655,74.734078822586,73.4787338858167,2.59193145691413,3.82911740322773,5.17654828222664,3.83625976094826,"Arizona",1973,"Female","West","Mountain","AZ","Arizona","AZ"
"100",100,10,"Arizona.1973.Male",68.8667590300075,69.0656094909033,69.2553140246258,69.0626098004676,62.8650230239566,63.8907307797058,65.0185221420455,63.9098375035534,4.0545297714175,5.16474156480371,6.22079247320993,5.1527722969142,"Arizona",1973,"Male","West","Mountain","AZ","Arizona","AZ"
"101",101,11,"Arizona.1974.Female",77.596702869554,77.8044625001107,78.0264887778764,77.8050015622588,72.2573115126392,73.4630853749626,74.7574982388499,73.4627561189548,3.00776557149779,4.34851432473604,5.56310579916154,4.34224544330398,"Arizona",1974,"Female","West","Mountain","AZ","Arizona","AZ"
"102",102,12,"Arizona.1974.Male",69.356123661113,69.5444750638418,69.7342441737735,69.5429625846712,63.0270788271129,64.0785938781725,65.2251828586089,64.0820340679127,4.35132525690941,5.47735752521861,6.5682803768769,5.46092851675848,"Arizona",1974,"Male","West","Mountain","AZ","Arizona","AZ"
"103",103,13,"Arizona.1975.Female",78.0093443188059,78.2180788976033,78.436595215774,78.2185106798816,72.3177682109616,73.5152802789865,74.7199596563247,73.518000300304,3.48393668438234,4.73312285732106,5.89304041029882,4.70051037957757,"Arizona",1975,"Female","West","Mountain","AZ","Arizona","AZ"
"104",104,14,"Arizona.1975.Male",69.9200725487293,70.1032590263379,70.2909116147963,70.102081831612,63.5964599609069,64.5359548453919,65.6031130353775,64.5425923882204,4.44902696753288,5.56165794212485,6.53547173480225,5.55948944339162,"Arizona",1975,"Male","West","Mountain","AZ","Arizona","AZ"
"105",105,15,"Arizona.1976.Female",78.3673677926165,78.5875445759447,78.8166238437498,78.5914562852085,72.4275684856532,73.6112700216759,74.7958978844483,73.616344682444,3.82695740581272,4.96932176112173,6.13608314231545,4.97511160276447,"Arizona",1976,"Female","West","Mountain","AZ","Arizona","AZ"
"106",106,16,"Arizona.1976.Male",70.3765377507152,70.5529458876455,70.7558278035431,70.5566243185993,64.0927041415825,64.9887849527733,66.0524895445642,65.0047667104835,4.48717579914981,5.5647447026118,6.55226522493361,5.5518576081158,"Arizona",1976,"Male","West","Mountain","AZ","Arizona","AZ"
"107",107,17,"Arizona.1977.Female",78.6885696311794,78.8968468952409,79.1064464262767,78.8944656864621,72.6569967905725,73.7425112511049,74.8196843642235,73.7342764474648,4.01833451990206,5.17603817309837,6.24791961490011,5.16018923899731,"Arizona",1977,"Female","West","Mountain","AZ","Arizona","AZ"
"108",108,18,"Arizona.1977.Male",70.6284972769907,70.814058372146,70.9938283431645,70.8121691154431,64.5033423672785,65.3848916694523,66.3886705501645,65.3979904527724,4.42789777286757,5.42787640010056,6.30572452707231,5.41417866267071,"Arizona",1977,"Male","West","Mountain","AZ","Arizona","AZ"
"109",109,19,"Arizona.1978.Female",78.7484597275272,78.9531022489222,79.1573369440838,78.9527970636993,73.0234078901488,73.9983492394326,75.0802664506049,74.0156634933753,3.87399392890627,4.94276343300425,5.91121609375781,4.93713357032397,"Arizona",1978,"Female","West","Mountain","AZ","Arizona","AZ"
"110",110,20,"Arizona.1978.Male",70.8000181933081,70.9685679409686,71.1649058365104,70.9718912319247,64.7672554619609,65.7049198405641,66.6285641236089,65.7075510822601,4.30725833908578,5.2667896945273,6.23695296945789,5.26434014966462,"Arizona",1978,"Male","West","Mountain","AZ","Arizona","AZ"
"111",111,21,"Arizona.1979.Female",78.9480817796357,79.1552125153479,79.3502889854338,79.1521103086066,73.3711198307498,74.3592407593553,75.4252512062879,74.3702235204216,3.71680404330458,4.78071541072652,5.78179646710834,4.78188678818497,"Arizona",1979,"Female","West","Mountain","AZ","Arizona","AZ"
"112",112,22,"Arizona.1979.Male",71.0425141618956,71.2166568158868,71.3914021109087,71.2198146301277,64.9457701322083,65.9250028600849,66.82639855529,65.9198778095554,4.35898927837696,5.30161348322223,6.3488638256492,5.29993682057228,"Arizona",1979,"Male","West","Mountain","AZ","Arizona","AZ"
"113",113,23,"Arizona.1980.Female",78.9137729792877,79.096989175346,79.2894716845821,79.096991470448,73.6910743240267,74.6322427526995,75.5798258836433,74.6240745804682,3.48729552303304,4.47835079659803,5.43109997506689,4.47291688997973,"Arizona",1980,"Female","West","Mountain","AZ","Arizona","AZ"
"114",114,24,"Arizona.1980.Male",71.1282424628497,71.3063483127797,71.4814289666038,71.3061082520075,65.3665741974724,66.2779545604491,67.1603366278098,66.2644507471229,4.14304047257038,5.02395259073504,5.95163396822052,5.04165750488466,"Arizona",1980,"Male","West","Mountain","AZ","Arizona","AZ"
"115",115,25,"Arizona.1981.Female",79.1468165119067,79.3292731095668,79.5145732396195,79.3320536876797,73.866620088713,74.8792622327972,75.8173494223818,74.8794278200364,3.49422600251906,4.44122890296137,5.50206771818108,4.45262586764329,"Arizona",1981,"Female","West","Mountain","AZ","Arizona","AZ"
"116",116,26,"Arizona.1981.Male",71.4296383394134,71.6113066305997,71.7949821809743,71.6122384593243,65.7361062809843,66.645460663853,67.4069253220294,66.6165810783117,4.19372556256092,4.98459627098465,5.85508615170479,4.99565738101258,"Arizona",1981,"Male","West","Mountain","AZ","Arizona","AZ"
"117",117,27,"Arizona.1982.Female",79.2361939525754,79.4274302790026,79.6090379584592,79.4245110976376,74.2192260743357,75.2020150574811,76.0783265963284,75.1929830406063,3.30857306993684,4.2282487971389,5.28386880791925,4.23152805703132,"Arizona",1982,"Female","West","Mountain","AZ","Arizona","AZ"
"118",118,28,"Arizona.1982.Male",71.7608225149912,71.9356239545368,72.1044739532677,71.9358681853069,66.2270162476691,67.0434751161835,67.7960949329416,67.0269586730701,4.12645026966526,4.89373968462515,5.67857168502125,4.90890951223687,"Arizona",1982,"Male","West","Mountain","AZ","Arizona","AZ"
"119",119,29,"Arizona.1983.Female",79.4005090498423,79.5743637677143,79.7488475280267,79.5747414181404,74.33766444316,75.2492244781944,76.1391585966747,75.2558503447693,3.42290872846323,4.32054123591402,5.27409946907929,4.31889107337111,"Arizona",1983,"Female","West","Mountain","AZ","Arizona","AZ"
"120",120,30,"Arizona.1983.Male",72.0601695894224,72.2253936327528,72.3923615508082,72.2249589926002,66.369543615548,67.2162233787432,67.9624450884956,67.1917731217442,4.26581545884961,5.03146295292036,5.86546879195489,5.03318587085607,"Arizona",1983,"Male","West","Mountain","AZ","Arizona","AZ"
"121",121,31,"Arizona.1984.Female",79.4457464210215,79.6131307557641,79.7819500142541,79.6130041466904,74.633756609041,75.5145604425681,76.3995682218635,75.5276865739719,3.17006701237776,4.08747380751092,4.95499899218734,4.08531757271842,"Arizona",1984,"Female","West","Mountain","AZ","Arizona","AZ"
"122",122,32,"Arizona.1984.Male",72.1175945530456,72.2841272554294,72.4449229452332,72.283977880632,66.772074673738,67.5282550454791,68.302944719416,67.5197393152679,3.97707051587211,4.76188507948478,5.52668306974083,4.76423856536413,"Arizona",1984,"Male","West","Mountain","AZ","Arizona","AZ"
"123",123,33,"Arizona.1985.Female",79.4851140431992,79.6579904842389,79.808275159609,79.6546221382916,74.8474190109965,75.7117328334654,76.5803834681595,75.7147551359905,3.08561646755747,3.93808112329637,4.82747144125883,3.93986700230101,"Arizona",1985,"Female","West","Mountain","AZ","Arizona","AZ"
"124",124,34,"Arizona.1985.Male",72.2635039855191,72.4301440990726,72.6121269442288,72.4303398056132,67.0031004221941,67.8039580039619,68.533335496843,67.8008607130696,3.84705055722318,4.6274003166617,5.42933724324068,4.62947909254365,"Arizona",1985,"Male","West","Mountain","AZ","Arizona","AZ"
"125",125,35,"Arizona.1986.Female",79.6120654458881,79.7948420196749,79.9707209173505,79.7953725607339,74.9477383016484,75.7712569225715,76.5471798892212,75.759072551867,3.21636458376365,4.01608407899912,4.86783480847054,4.03630000886692,"Arizona",1986,"Female","West","Mountain","AZ","Arizona","AZ"
"126",126,36,"Arizona.1986.Male",72.409457963,72.5780100477281,72.7378453821437,72.5775989350405,67.1448463655008,67.9032179948202,68.6746078668421,67.9049683148508,3.92401940479267,4.68338140773292,5.44672396466238,4.67263062018971,"Arizona",1986,"Male","West","Mountain","AZ","Arizona","AZ"
"127",127,37,"Arizona.1987.Female",79.5647972667367,79.7428332963088,79.9023592370765,79.7401999319665,74.8290582065446,75.6541871533402,76.4521299791886,75.6535516285977,3.26471788410253,4.09868026484772,4.91486627509553,4.08664830336889,"Arizona",1987,"Female","West","Mountain","AZ","Arizona","AZ"
"128",128,38,"Arizona.1987.Male",72.4384785629125,72.6038345966612,72.7709117737987,72.605411293509,67.2216790331218,67.9331554017555,68.6437560542043,67.9483250090802,3.9146679402194,4.67000662947135,5.39729533989221,4.65708628442878,"Arizona",1987,"Male","West","Mountain","AZ","Arizona","AZ"
"129",129,39,"Arizona.1988.Female",79.7036951577061,79.8724133253329,80.0329160191723,79.8698132455217,74.7172959913436,75.5259298191201,76.3176354624445,75.5312103742974,3.52887798186716,4.34343452300673,5.17215484238382,4.33860287122424,"Arizona",1988,"Female","West","Mountain","AZ","Arizona","AZ"
"130",130,40,"Arizona.1988.Male",72.6035309131222,72.7723101398625,72.9333271501158,72.7701474039286,67.3182811263811,67.9907926826361,68.6901588591718,67.9920172977637,4.07163334665942,4.78245174741772,5.45512609514052,4.77813010616494,"Arizona",1988,"Male","West","Mountain","AZ","Arizona","AZ"
"131",131,41,"Arizona.1989.Female",79.8294453853344,80.013721382653,80.1650085955499,80.0110095832771,74.7581072720088,75.5446292718927,76.3783030648966,75.5540123272695,3.61647203776235,4.4755914083312,5.26527461866391,4.45699725600763,"Arizona",1989,"Female","West","Mountain","AZ","Arizona","AZ"
"132",132,42,"Arizona.1989.Male",72.8707766693601,73.0210411556017,73.1776724152577,73.0210614260708,67.3297013326669,68.0113369905634,68.6943423246181,68.0121448789117,4.30607003831351,5.003770290309,5.72815395724664,5.00891654715914,"Arizona",1989,"Male","West","Mountain","AZ","Arizona","AZ"
"133",133,43,"Arizona.1990.Female",80.0771518793479,80.2332632636642,80.3934753195973,80.2321935481502,74.9290005162065,75.701513089504,76.4435530293837,75.6986494390743,3.75788413421093,4.53532141676962,5.31783081444881,4.53354410907591,"Arizona",1990,"Female","West","Mountain","AZ","Arizona","AZ"
"134",134,44,"Arizona.1990.Male",73.0370783667922,73.1896828392863,73.3504169243055,73.1936810859543,67.3764070525972,68.0824677595693,68.7628300950447,68.0819047527857,4.44658919457957,5.11936383246181,5.8296824145138,5.11177633316867,"Arizona",1990,"Male","West","Mountain","AZ","Arizona","AZ"
"135",135,45,"Arizona.1991.Female",80.3065967713293,80.4644082005545,80.6170595117295,80.465435858759,74.9840496353256,75.7993962072957,76.5375426857075,75.8018319489387,3.92555931020162,4.66803082125599,5.49339335430908,4.66360390982027,"Arizona",1991,"Female","West","Mountain","AZ","Arizona","AZ"
"136",136,46,"Arizona.1991.Male",73.2949399692913,73.4517808903764,73.6027546813702,73.4527593612571,67.505963732437,68.2022536175745,68.9087540106935,68.2034218664133,4.54221011344012,5.24339022950865,5.95054690387057,5.24933749484378,"Arizona",1991,"Male","West","Mountain","AZ","Arizona","AZ"
"137",137,47,"Arizona.1992.Female",80.4367550921359,80.5904634057417,80.7533042705326,80.5891463365984,75.3670659780223,76.0563302221079,76.811802137369,76.0755275490549,3.73051376700377,4.51809606896142,5.2273604558589,4.51361878754348,"Arizona",1992,"Female","West","Mountain","AZ","Arizona","AZ"
"138",138,48,"Arizona.1992.Male",73.3081277633316,73.4783842746082,73.6421035028295,73.4766009457525,67.7264445627335,68.3691177298979,69.0476937110548,68.370870051789,4.4286721767434,5.11291956150197,5.78181301372037,5.10573089396351,"Arizona",1992,"Male","West","Mountain","AZ","Arizona","AZ"
"139",139,49,"Arizona.1993.Female",80.2542422645326,80.4027357353605,80.5482303623886,80.4026123711747,75.569176545005,76.2690660299048,77.0073874382375,76.2785933621052,3.3598073342171,4.13792971698856,4.82989840567621,4.12401900906948,"Arizona",1993,"Female","West","Mountain","AZ","Arizona","AZ"
"140",140,50,"Arizona.1993.Male",73.3110798522286,73.4593675745818,73.6171599721788,73.4632376808832,67.9790076467425,68.6494740129751,69.3161127885815,68.655531429138,4.11171904540373,4.81048525047733,5.48678247887849,4.80770625174523,"Arizona",1993,"Male","West","Mountain","AZ","Arizona","AZ"
"141",141,51,"Arizona.1994.Female",80.3419966650301,80.491562500717,80.6332771702983,80.4913305676878,75.7255573740853,76.4347946451379,77.1708039902511,76.4491143123725,3.3160747032756,4.05764323872706,4.78833792195443,4.04221625531527,"Arizona",1994,"Female","West","Mountain","AZ","Arizona","AZ"
"142",142,52,"Arizona.1994.Male",73.5343067748622,73.6877002682547,73.8431724975922,73.6875334666647,68.157450216801,68.8116279263948,69.4636215105279,68.8137046851493,4.18502697547809,4.87511790499693,5.54956871257235,4.87382878151545,"Arizona",1994,"Male","West","Mountain","AZ","Arizona","AZ"
"143",143,53,"Arizona.1995.Female",80.4367950676638,80.5786100115474,80.7249296262041,80.5788926217976,75.9452310577038,76.6913333995343,77.3793126111424,76.6882555954175,3.17030583085015,3.88435883006622,4.64665410131962,3.89063702638013,"Arizona",1995,"Female","West","Mountain","AZ","Arizona","AZ"
"144",144,54,"Arizona.1995.Male",73.7845634563141,73.9315029165117,74.0701695100446,73.9302856138485,68.5200160698541,69.1848993194154,69.8229067987393,69.1761422157239,4.09027602268828,4.75258979080782,5.41938704653144,4.75414339812466,"Arizona",1995,"Male","West","Mountain","AZ","Arizona","AZ"
"145",145,55,"Arizona.1996.Female",80.4912384683466,80.6392384722154,80.7745763097276,80.638123300247,76.0151003306021,76.7755534106147,77.4566432647314,76.7649472328547,3.1441473903235,3.86237138224804,4.6332258619749,3.87317606739224,"Arizona",1996,"Female","West","Mountain","AZ","Arizona","AZ"
"146",146,56,"Arizona.1996.Male",74.1094228556102,74.2557656375875,74.4038431985873,74.2552415215397,69.0050641616859,69.6043604345143,70.2676569036933,69.6126208092819,4.00100325110702,4.64008674948045,5.26784934456922,4.64262071225779,"Arizona",1996,"Male","West","Mountain","AZ","Arizona","AZ"
"147",147,57,"Arizona.1997.Female",80.5661575986052,80.6950173593775,80.819020905246,80.6961383862158,76.128806630055,76.8446935634314,77.5107321680587,76.8409878870898,3.17705842741964,3.85017793047823,4.59553850191721,3.85515049912598,"Arizona",1997,"Female","West","Mountain","AZ","Arizona","AZ"
"148",148,58,"Arizona.1997.Male",74.5907014655357,74.7485459436808,74.9019846239929,74.7475274105937,69.2942447711307,69.9218841234332,70.5404028406506,69.9294729747634,4.16374086730485,4.81399392401259,5.48387154521587,4.81805443583038,"Arizona",1997,"Male","West","Mountain","AZ","Arizona","AZ"
