"","X.1","X","stratum.id","LE_white_lcl","LE_white_med","LE_white_ucl","LE_white_mean","LE_black_lcl","LE_black_med","LE_black_ucl","LE_black_mean","LE_wbgap_lcl","LE_wbgap_med","LE_wbgap_ucl","LE_wbgap_mean","state","year","sex","Census_Region","Census_Division","stabbrs","state.map.order","stabbrs.map.order"
"1034",1034,44,"Iowa.1990.Male",73.8471912373492,73.9977980825813,74.147375068765,73.9951998896369,66.9294123281269,67.8202294661799,68.7971813747089,67.8373533232307,5.20341194861774,6.17116344948081,7.07406364910676,6.15784656640625,"Iowa",1990,"Male","Midwest","West North Central","IA","Iowa","IA"
"1035",1035,45,"Iowa.1991.Female",80.7507951359752,80.8994926381082,81.0565926486435,80.8999494856589,73.7483788181642,74.6311826364178,75.4383770495114,74.6202287562187,5.41035085634509,6.26260420836419,7.15031560697806,6.27972072944017,"Iowa",1991,"Female","Midwest","West North Central","IA","Iowa","IA"
"1036",1036,46,"Iowa.1991.Male",74.0327542604417,74.1713578702986,74.3116569058939,74.1724454215748,66.9849832378872,67.8393319689707,68.8053095159443,67.8622211956311,5.36050825339919,6.31857515473759,7.18803843805263,6.31022422594376,"Iowa",1991,"Male","Midwest","West North Central","IA","Iowa","IA"
"1037",1037,47,"Iowa.1992.Female",80.9547231825012,81.1211556477333,81.2780944360236,81.1196002940835,73.7953185901938,74.7319294081788,75.6465339794061,74.7259264729766,5.45514314296878,6.38915022583623,7.32671018120768,6.39367382110686,"Iowa",1992,"Female","Midwest","West North Central","IA","Iowa","IA"
"1038",1038,48,"Iowa.1992.Male",74.2575518641307,74.4129543658894,74.5605217473096,74.4150180752334,67.1472189274365,68.03226868848,68.9026005589011,68.0167733317793,5.47403920109042,6.39332746789891,7.30423815296649,6.39824474345412,"Iowa",1992,"Male","Midwest","West North Central","IA","Iowa","IA"
"1039",1039,49,"Iowa.1993.Female",80.708363355374,80.8484076100915,80.9887870054697,80.8496553149698,73.8518051338459,74.7636138948964,75.6305252194952,74.7593348859347,5.21755842276041,6.09090499666258,7.02964607587132,6.09032042903508,"Iowa",1993,"Female","Midwest","West North Central","IA","Iowa","IA"
"1040",1040,50,"Iowa.1993.Male",74.3113643374579,74.4532358736614,74.5930009129464,74.453624884187,67.2033050119315,68.069102781559,68.952256729302,68.0762647880497,5.50064787898906,6.37722468532642,7.22799675923574,6.37736009613728,"Iowa",1993,"Male","Midwest","West North Central","IA","Iowa","IA"
"1041",1041,51,"Iowa.1994.Female",80.9146133575024,81.0500654595911,81.1926275721412,81.0514819014276,73.7944147914906,74.6914692190458,75.609985399212,74.6994199150017,5.42123962223519,6.36916097665224,7.27330839142894,6.3520619864259,"Iowa",1994,"Female","Midwest","West North Central","IA","Iowa","IA"
"1042",1042,52,"Iowa.1994.Male",74.4281461062991,74.5694620470923,74.7159588332088,74.5696440921475,67.3611220798972,68.2123626850538,69.0873731193923,68.2124450318121,5.45557172042634,6.35919131798521,7.21425563412979,6.35719906033543,"Iowa",1994,"Male","Midwest","West North Central","IA","Iowa","IA"
"1043",1043,53,"Iowa.1995.Female",80.8260957411666,80.9794140107699,81.1236052787937,80.9783320135954,73.8977524109904,74.7627023392968,75.7257195502844,74.7766886791538,5.26181290656547,6.21172666840112,7.10011123565201,6.20164333444165,"Iowa",1995,"Female","Midwest","West North Central","IA","Iowa","IA"
"1044",1044,54,"Iowa.1995.Male",74.6363729026998,74.7909800112497,74.9408517959793,74.7933067421586,67.6256794249993,68.4377421743166,69.3021415748492,68.4485035186308,5.47751404868497,6.34973872136754,7.2113488133449,6.34480322352784,"Iowa",1995,"Male","Midwest","West North Central","IA","Iowa","IA"
"1045",1045,55,"Iowa.1996.Female",80.884080812936,81.0338268663269,81.1701428052756,81.0317992381032,74.0223868785203,74.9298085392564,75.9127476184479,74.9372367540581,5.08676944586981,6.10902218533579,7.0305971206783,6.09456248404516,"Iowa",1996,"Female","Midwest","West North Central","IA","Iowa","IA"
"1046",1046,56,"Iowa.1996.Male",74.9157745970322,75.0581025737609,75.2058850854867,75.0561002483836,67.9477619048481,68.8076370397099,69.6542414698679,68.804602337708,5.35671518694078,6.25799387161958,7.13472158663574,6.25149791067563,"Iowa",1996,"Male","Midwest","West North Central","IA","Iowa","IA"
"1047",1047,57,"Iowa.1997.Female",81.0270656831708,81.171478976109,81.3129624531993,81.1701789083029,74.1691457376681,75.0926995122321,76.1564152645841,75.1144335451954,4.99340452464091,6.06866779560831,6.98958476201914,6.05574536310757,"Iowa",1997,"Female","Midwest","West North Central","IA","Iowa","IA"
"1048",1048,58,"Iowa.1997.Male",75.0553209233955,75.2091070306197,75.3431499364324,75.2060076245242,68.3448778197295,69.2303237913231,70.1570221971288,69.2261815425475,5.06460966205043,5.97446265250022,6.88397505939376,5.97982608197667,"Iowa",1997,"Male","Midwest","West North Central","IA","Iowa","IA"
"1049",1049,59,"Iowa.1998.Female",80.9186340156177,81.0593156305816,81.1991951355052,81.0571484766266,74.4368594533426,75.2975632421229,76.3136795055375,75.3130938870067,4.70739452287519,5.74880583265561,6.62379403002861,5.74405458961996,"Iowa",1998,"Female","Midwest","West North Central","IA","Iowa","IA"
"1050",1050,60,"Iowa.1998.Male",75.2490145947002,75.3899063435834,75.5414395654774,75.3911465374884,68.7627498320171,69.5650987190133,70.4116919869914,69.5659818701358,4.99042899997557,5.81604354243942,6.65088703721126,5.8251646673526,"Iowa",1998,"Male","Midwest","West North Central","IA","Iowa","IA"
"1051",1051,61,"Iowa.1999.Female",80.9264551495878,81.0557721738047,81.1972180056158,81.05623858745,74.5887546278494,75.5101904607389,76.5421626989824,75.5282590766329,4.50410477532167,5.5317582764001,6.51131320755056,5.52797951081701,"Iowa",1999,"Female","Midwest","West North Central","IA","Iowa","IA"
"1052",1052,62,"Iowa.1999.Male",75.4901385353992,75.6320381824438,75.7742204069558,75.6337014079844,69.0540047173416,69.905940785408,70.8077301305727,69.9066262103983,4.80894334201452,5.72896753317612,6.57452728614592,5.72707519758615,"Iowa",1999,"Male","Midwest","West North Central","IA","Iowa","IA"
"1053",1053,63,"Iowa.2000.Female",81.0505605378261,81.18299820583,81.3245823356516,81.1864099703146,74.7541137926798,75.7071718549317,76.7077261833945,75.725883858288,4.45395664364453,5.4719044671007,6.4130250121097,5.46052611202654,"Iowa",2000,"Female","Midwest","West North Central","IA","Iowa","IA"
"1054",1054,64,"Iowa.2000.Male",75.6964456453757,75.8350055674619,75.9814458484513,75.834610072149,69.3447716083953,70.1740218247878,71.0888194534349,70.1960419889724,4.71662574195574,5.65539855789507,6.46158426822275,5.63856808317662,"Iowa",2000,"Male","Midwest","West North Central","IA","Iowa","IA"
"1055",1055,65,"Iowa.2001.Female",81.1502462332192,81.2882769940589,81.4315319373061,81.287309377288,74.9917585832574,75.9037783828425,76.9137130341654,75.9067381746789,4.37573630615478,5.37873469971432,6.31660143598944,5.3805712026091,"Iowa",2001,"Female","Midwest","West North Central","IA","Iowa","IA"
"1056",1056,66,"Iowa.2001.Male",75.9096953426781,76.0608644073924,76.2039470742393,76.0594365901445,69.6339047208465,70.474616590591,71.3382973614512,70.475275152316,4.67734967556301,5.59194851621218,6.46523004562917,5.58416143782845,"Iowa",2001,"Male","Midwest","West North Central","IA","Iowa","IA"
"1057",1057,67,"Iowa.2002.Female",81.1659914800676,81.3058686500992,81.4351119304432,81.3054474622586,75.1122956003867,76.0618668601594,77.0602407386863,76.0833384468031,4.22662735554965,5.23606163240321,6.22617394575405,5.22210901545546,"Iowa",2002,"Female","Midwest","West North Central","IA","Iowa","IA"
"1058",1058,68,"Iowa.2002.Male",76.0390797228241,76.1854167404686,76.3271529535237,76.184261373339,69.981647352468,70.8333132684892,71.71652778019,70.8421552757749,4.46572013846744,5.3451508334438,6.23443660816915,5.34210609756412,"Iowa",2002,"Male","Midwest","West North Central","IA","Iowa","IA"
"1059",1059,69,"Iowa.2003.Female",81.2819491998862,81.424650229377,81.5676885958168,81.4236092708833,75.3552104348544,76.2980694809527,77.2466409159191,76.2975205593472,4.1666225385816,5.12930012344065,6.10248297116008,5.12608871153614,"Iowa",2003,"Female","Midwest","West North Central","IA","Iowa","IA"
"1060",1060,70,"Iowa.2003.Male",76.2255876205045,76.3694884840911,76.5131952110597,76.3698722231869,70.3230212993639,71.1699527737015,72.0320605953568,71.1827674902032,4.33421876170203,5.20602389559762,6.05336657005635,5.18710473298371,"Iowa",2003,"Male","Midwest","West North Central","IA","Iowa","IA"
"1061",1061,71,"Iowa.2004.Female",81.5767545984959,81.7262954158512,81.869910299207,81.7243680517054,75.524017073844,76.4873040166893,77.469882402959,76.491801794616,4.26289278710192,5.22501867199469,6.18203118928297,5.23256625708937,"Iowa",2004,"Female","Midwest","West North Central","IA","Iowa","IA"
"1062",1062,72,"Iowa.2004.Male",76.4734513304923,76.6141945934341,76.7586147129915,76.6154757777277,70.6330569528175,71.4830208346582,72.4120456522001,71.491491704154,4.18181418726529,5.13548119168764,5.95946610505019,5.1239840735737,"Iowa",2004,"Male","Midwest","West North Central","IA","Iowa","IA"
"1063",1063,73,"Iowa.2005.Female",81.5073176068158,81.6515960224923,81.7877350499803,81.6499872057508,75.8312539408249,76.7748991722241,77.7821204731845,76.7913598987263,3.86323274120884,4.8720393329988,5.8218969932934,4.85862730702452,"Iowa",2005,"Female","Midwest","West North Central","IA","Iowa","IA"
"1064",1064,74,"Iowa.2005.Male",76.5319489665165,76.683505861095,76.8250832948313,76.6819286731823,70.9107288661811,71.7897078134919,72.7099060502282,71.7997548567951,3.98066117194025,4.88440435974146,5.76625412521644,4.88217381638715,"Iowa",2005,"Male","Midwest","West North Central","IA","Iowa","IA"
"1065",1065,75,"Iowa.2006.Female",81.5989557466367,81.7454758720011,81.8892269164687,81.7461087696824,76.018126187208,76.98742593147,78.0472340564075,76.9864062982866,3.71259701541989,4.7825078140334,5.73900054497183,4.75970247139584,"Iowa",2006,"Female","Midwest","West North Central","IA","Iowa","IA"
"1066",1066,76,"Iowa.2006.Male",76.7937700959649,76.9311846003792,77.0729044845496,76.932347020178,71.1359807784129,72.0277279053347,72.9636903552654,72.0400993224473,3.98057576809154,4.9100025850189,5.79268369626727,4.89224769773069,"Iowa",2006,"Male","Midwest","West North Central","IA","Iowa","IA"
"1067",1067,77,"Iowa.2007.Female",81.7457390931287,81.882869623998,82.0295325942323,81.8848758596605,76.1136517308933,77.1184420613892,78.2219371434923,77.1278177211558,3.69311455281142,4.75779979619005,5.76434677817896,4.75705813850461,"Iowa",2007,"Female","Midwest","West North Central","IA","Iowa","IA"
"1068",1068,78,"Iowa.2007.Male",76.9088581746484,77.0491837099199,77.1909336024653,77.0483820074089,71.3516342460174,72.2838428332498,73.177721081233,72.2681557892605,3.84815432095497,4.76246411996355,5.70121991376693,4.78022621814841,"Iowa",2007,"Male","Midwest","West North Central","IA","Iowa","IA"
"1069",1069,79,"Iowa.2008.Female",81.5715825776698,81.705187276395,81.8550510615703,81.707734466632,76.1751975301747,77.204221580452,78.3135608678215,77.209186588929,3.39924257465171,4.49164681287478,5.5521984105699,4.49854787770306,"Iowa",2008,"Female","Midwest","West North Central","IA","Iowa","IA"
"1070",1070,80,"Iowa.2008.Male",76.8703732340302,77.0079131277349,77.1614447353619,77.0099320889556,71.495112168779,72.4480499432037,73.3737741463157,72.4427770346483,3.64758926954866,4.56463309293456,5.52890897763128,4.56715505430724,"Iowa",2008,"Male","Midwest","West North Central","IA","Iowa","IA"
"1071",1071,81,"Iowa.2009.Female",81.8142577835846,81.9534700270857,82.1043717044234,81.9554763337247,76.2515484684815,77.2730152163215,78.3803803487436,77.2993339820027,3.53228048749091,4.6741840026109,5.71928658808449,4.65614235172208,"Iowa",2009,"Female","Midwest","West North Central","IA","Iowa","IA"
"1072",1072,82,"Iowa.2009.Male",77.050092576467,77.1942136224934,77.3331536057823,77.1960669223049,71.590168805382,72.5931980063318,73.5874329049241,72.5753259705982,3.62402415529676,4.61092454914532,5.5911326716299,4.62074095170666,"Iowa",2009,"Male","Midwest","West North Central","IA","Iowa","IA"
"1073",1073,83,"Iowa.2010.Female",81.8951855691108,82.0446762539735,82.1975219758748,82.0444452943239,76.1894368623664,77.2265398616387,78.3694625506128,77.2495319204186,3.70565673412416,4.82634837430511,5.88082107083572,4.79491337390526,"Iowa",2010,"Female","Midwest","West North Central","IA","Iowa","IA"
"1074",1074,84,"Iowa.2010.Male",77.1256842903965,77.2693711077944,77.4237535555423,77.2708276447867,71.6717176414999,72.6704087475,73.6888718415094,72.6553549899453,3.59932863945907,4.60430832558963,5.60045235795187,4.6154726548414,"Iowa",2010,"Male","Midwest","West North Central","IA","Iowa","IA"
"1075",1075,85,"Iowa.2011.Female",81.8677930388388,82.0065114302983,82.1521853741984,82.0081699494099,76.1381806324187,77.1281927412337,78.2912224182101,77.167633309238,3.71447636958599,4.86556558913567,5.92037532105915,4.84053664017199,"Iowa",2011,"Female","Midwest","West North Central","IA","Iowa","IA"
"1076",1076,86,"Iowa.2011.Male",77.1833596577077,77.3305761454783,77.463963767816,77.3307089035849,71.7289047137926,72.718783249468,73.7674549271742,72.7236101216825,3.5512820293203,4.62004853687044,5.63203277607072,4.60709878190237,"Iowa",2011,"Male","Midwest","West North Central","IA","Iowa","IA"
"1077",1077,87,"Iowa.2012.Female",81.8930046152972,82.0407266229157,82.1859389915143,82.0383853665291,75.9139000166387,77.0333415448436,78.2096993620489,77.0334938064209,3.85664741155719,5.00578191829157,6.14674549972225,5.00489156010823,"Iowa",2012,"Female","Midwest","West North Central","IA","Iowa","IA"
"1078",1078,88,"Iowa.2012.Male",77.1859152903186,77.3405464125223,77.4937345102817,77.3396362938582,71.6052946745701,72.696154940385,73.8613004547889,72.70425663729,3.48813731714287,4.65417098689069,5.77210444328484,4.63537965656818,"Iowa",2012,"Male","Midwest","West North Central","IA","Iowa","IA"
"1079",1079,89,"Iowa.2013.Female",81.9086126830683,82.062605162836,82.2352982635677,82.0634686925931,75.7245166742463,76.9313761921607,78.1155346633555,76.9414125484872,3.94359495979376,5.13324597050151,6.35855885219693,5.12205614410596,"Iowa",2013,"Female","Midwest","West North Central","IA","Iowa","IA"
"1080",1080,90,"Iowa.2013.Male",77.121175501484,77.2840855202275,77.4533225466402,77.2850345639515,71.5853026475243,72.7240856115914,73.9363150267272,72.720208005978,3.32560906517073,4.5676886540136,5.7483189350948,4.56482655797351,"Iowa",2013,"Male","Midwest","West North Central","IA","Iowa","IA"
"1081",1081,1,"Kansas.1969.Female",76.6890360456581,76.9051745624758,77.110425596339,76.9028025355544,69.5737636642807,70.5079976221706,71.4442737091537,70.4998431301304,5.47399898273248,6.39732077023641,7.3407128983169,6.40295940542391,"Kansas",1969,"Female","Midwest","West North Central","KS","Kansas","KS"
"1082",1082,2,"Kansas.1969.Male",68.9524061650931,69.1475114564154,69.3817290316495,69.1533869655738,62.3432165752572,63.2122041462015,64.0194716960836,63.207390435779,5.07323119014523,5.93364836614876,6.83134492444208,5.94599652979481,"Kansas",1969,"Male","Midwest","West North Central","KS","Kansas","KS"
"1083",1083,3,"Kansas.1970.Female",77.0435949360786,77.2294214045789,77.4104849593985,77.2267280940712,69.8720615124525,70.6890350116241,71.5666053195285,70.6922107490817,5.70518233158374,6.54035523315342,7.40298164741847,6.53451734498954,"Kansas",1970,"Female","Midwest","West North Central","KS","Kansas","KS"
"1084",1084,4,"Kansas.1970.Male",69.2047084557781,69.3945049426256,69.590805762384,69.3965961421522,62.680634669824,63.4644577163292,64.269911586176,63.4646143384114,5.09241177968041,5.93587629543877,6.73256059753213,5.93198180374081,"Kansas",1970,"Male","Midwest","West North Central","KS","Kansas","KS"
"1085",1085,5,"Kansas.1971.Female",77.1424580890465,77.3228040589578,77.5040735009291,77.3222356773946,70.0904337059266,70.9275882763993,71.7631715640331,70.9316758597584,5.57935389435676,6.40849213618381,7.27106753380074,6.39055981763618,"Kansas",1971,"Female","Midwest","West North Central","KS","Kansas","KS"
"1086",1086,6,"Kansas.1971.Male",69.3656682458557,69.5465486813098,69.7365695590641,69.5499728185153,62.9599179951738,63.6920531372639,64.4385976185877,63.6876024076209,5.0492905942057,5.87154705326683,6.65460087896312,5.8623704108944,"Kansas",1971,"Male","Midwest","West North Central","KS","Kansas","KS"
"1087",1087,7,"Kansas.1972.Female",77.3378666598922,77.5180930148101,77.6965600545461,77.5162653224012,70.2115429047234,70.9916713341828,71.8257125949595,71.0050657537586,5.68188770720587,6.53149622796823,7.28325982400487,6.51119956864262,"Kansas",1972,"Female","Midwest","West North Central","KS","Kansas","KS"
"1088",1088,8,"Kansas.1972.Male",69.5212963622056,69.6818769353172,69.8586962565421,69.6840262972025,63.2313739841188,63.9561296584692,64.6592408943284,63.9527920517218,5.00739899367545,5.73108405566864,6.501920058243,5.73123424548067,"Kansas",1972,"Male","Midwest","West North Central","KS","Kansas","KS"
"1089",1089,9,"Kansas.1973.Female",77.4759238070633,77.6519806440762,77.8220004851705,77.6500705340003,70.3628423799645,71.1710431233564,71.9782024483769,71.1737267453439,5.6934769563485,6.47966293443464,7.26753144219597,6.4763437886564,"Kansas",1973,"Female","Midwest","West North Central","KS","Kansas","KS"
"1090",1090,10,"Kansas.1973.Male",69.6710134561066,69.8454016646196,70.0195098695408,69.8475561948378,63.6141724980443,64.2838880738131,64.952194893785,64.2854411876598,4.87881610803894,5.56433771577754,6.26883373095612,5.56211500717792,"Kansas",1973,"Male","Midwest","West North Central","KS","Kansas","KS"
"1091",1091,11,"Kansas.1974.Female",77.8474735071563,78.0327468497751,78.2142325826785,78.028728470203,70.6490783027068,71.3705133648744,72.1107658759495,71.3661667273613,5.90359028291511,6.6589014096009,7.41475373838587,6.66256174284164,"Kansas",1974,"Female","Midwest","West North Central","KS","Kansas","KS"
"1092",1092,12,"Kansas.1974.Male",69.9638911759442,70.1332883480792,70.2989293932156,70.1344387447588,63.941276218626,64.6223988320038,65.2874849365878,64.6219018534875,4.82843853155171,5.51234763266586,6.21559662137169,5.51253689127122,"Kansas",1974,"Male","Midwest","West North Central","KS","Kansas","KS"
"1093",1093,13,"Kansas.1975.Female",78.1650950446819,78.3437420470992,78.5306961496464,78.3458427540248,70.9526851965902,71.7215363181947,72.4674100780782,71.7170481215269,5.87088414583823,6.6243542625019,7.38945592738894,6.62879463249788,"Kansas",1975,"Female","Midwest","West North Central","KS","Kansas","KS"
"1094",1094,14,"Kansas.1975.Male",70.4156445884342,70.5891985600989,70.747560405849,70.5875680675709,64.1786930715966,64.8269905825763,65.5132839016155,64.8279737728762,5.08931960855068,5.74839356251302,6.43086425845265,5.75959429469471,"Kansas",1975,"Male","Midwest","West North Central","KS","Kansas","KS"
"1095",1095,15,"Kansas.1976.Female",78.2890325922181,78.4687973949785,78.6498946966351,78.4694015595645,71.1196699026786,71.824437825732,72.5152052064173,71.8247572272698,5.96466588427271,6.64329004585623,7.35989407877995,6.64464433229463,"Kansas",1976,"Female","Midwest","West North Central","KS","Kansas","KS"
"1096",1096,16,"Kansas.1976.Male",70.6996665560251,70.872676708112,71.0471420952012,70.8703742677821,64.3159779360052,64.9402599202043,65.5739135377057,64.9535026892892,5.27229302391986,5.91061654492064,6.57694683754944,5.91687157849296,"Kansas",1976,"Male","Midwest","West North Central","KS","Kansas","KS"
"1097",1097,17,"Kansas.1977.Female",78.7627893008763,78.9370350246383,79.1232671929809,78.9395961934971,71.3831607964808,72.0725699895032,72.7935054299101,72.0719196549328,6.08780376696269,6.86754977777369,7.58480826447991,6.86767653856437,"Kansas",1977,"Female","Midwest","West North Central","KS","Kansas","KS"
"1098",1098,18,"Kansas.1977.Male",71.0368853170521,71.201869407915,71.373479332351,71.2015819565352,64.508666929292,65.1214910371942,65.770312896455,65.1271659159365,5.4183952844369,6.0725509610172,6.7360995322868,6.07441604059868,"Kansas",1977,"Male","Midwest","West North Central","KS","Kansas","KS"
"1099",1099,19,"Kansas.1978.Female",78.8760216492624,79.0411635444124,79.2275631560227,79.0459440469815,71.7411172844423,72.4262189586208,73.1483076216472,72.4310752437759,5.87992165188836,6.62216747194452,7.33083270610571,6.61486880320559,"Kansas",1978,"Female","Midwest","West North Central","KS","Kansas","KS"
"1100",1100,20,"Kansas.1978.Male",71.3434101853347,71.5110374330873,71.6743009495489,71.5103109167519,64.7425298896645,65.3736773341085,66.0410771353141,65.3839594029178,5.4478575463743,6.13177088009664,6.82187305827074,6.1263515138341,"Kansas",1978,"Male","Midwest","West North Central","KS","Kansas","KS"
"1101",1101,21,"Kansas.1979.Female",79.1261616055871,79.2950393890172,79.4750715193815,79.2984203282969,72.0754583990111,72.7425007755372,73.4054203767292,72.7518432072056,5.86987423617069,6.55492031233863,7.2440208362053,6.5465771210913,"Kansas",1979,"Female","Midwest","West North Central","KS","Kansas","KS"
"1102",1102,22,"Kansas.1979.Male",71.5922225736594,71.7512731424431,71.9128025362136,71.7533042172139,65.102005902752,65.6749157538207,66.3326236049835,65.6956500024335,5.36372138071197,6.07858483015831,6.65342839285482,6.05765421478038,"Kansas",1979,"Male","Midwest","West North Central","KS","Kansas","KS"
"1103",1103,23,"Kansas.1980.Female",79.2148946187956,79.3881721023079,79.5619442179549,79.3897570329796,72.2933812299341,72.92059425444,73.5980570613116,72.9271593915667,5.78313875089286,6.46791078429205,7.11673164890306,6.46259764141294,"Kansas",1980,"Female","Midwest","West North Central","KS","Kansas","KS"
"1104",1104,24,"Kansas.1980.Male",71.7028073855046,71.8511159961697,72.023575939277,71.8540119480997,65.3731566688962,65.9956842254905,66.5851470454496,65.9831127364424,5.26373908285205,5.8651859007699,6.46927940698638,5.87089921165727,"Kansas",1980,"Male","Midwest","West North Central","KS","Kansas","KS"
"1105",1105,25,"Kansas.1981.Female",79.3792781594565,79.5642000522306,79.7326420449002,79.5618236759886,72.5054495676647,73.1643577696227,73.8503747874271,73.1575735984039,5.69802854030196,6.39144284028051,7.09917589947775,6.40425007758474,"Kansas",1981,"Female","Midwest","West North Central","KS","Kansas","KS"
"1106",1106,26,"Kansas.1981.Male",71.8924995370436,72.0551815069977,72.2112034472335,72.0579291000379,65.8514443054458,66.397058451959,66.9928394803033,66.4000372112198,5.05674770112752,5.65927128402929,6.25496036302452,5.65789188881809,"Kansas",1981,"Male","Midwest","West North Central","KS","Kansas","KS"
"1107",1107,27,"Kansas.1982.Female",79.5328716286994,79.6967431158316,79.8641625285097,79.6981389480668,72.7593116879324,73.3570797979638,73.9956410054011,73.3573050834566,5.66142627960646,6.35035782792554,7.00881639483853,6.34083386461017,"Kansas",1982,"Female","Midwest","West North Central","KS","Kansas","KS"
"1108",1108,28,"Kansas.1982.Male",72.0364990254031,72.1984751816716,72.3587717419831,72.1977323309991,66.1621556015743,66.7651733389791,67.3237941878675,66.7604812488613,4.85490748260095,5.43008756491908,6.04594118545169,5.43725108213782,"Kansas",1982,"Male","Midwest","West North Central","KS","Kansas","KS"
"1109",1109,29,"Kansas.1983.Female",79.726998528627,79.8996887585173,80.0712579803954,79.8976445493821,72.8948904362308,73.5361383883435,74.124740312156,73.5190257320027,5.7489360298256,6.35628126887859,7.026982511859,6.37861881737943,"Kansas",1983,"Female","Midwest","West North Central","KS","Kansas","KS"
"1110",1110,30,"Kansas.1983.Male",72.155404286476,72.3304163312106,72.4886594903384,72.331466282533,66.420553852618,67.0002168556117,67.5328512130932,66.9934608859523,4.74201354963702,5.33258062262349,5.95174632668454,5.33800539658067,"Kansas",1983,"Male","Midwest","West North Central","KS","Kansas","KS"
"1111",1111,31,"Kansas.1984.Female",79.6285483354785,79.7914555667687,79.9810098069446,79.7941774557644,73.0788478886982,73.6636602293494,74.2760078872371,73.6691117772863,5.48666777076318,6.12672949620503,6.73907852443298,6.12506567847806,"Kansas",1984,"Female","Midwest","West North Central","KS","Kansas","KS"
"1112",1112,32,"Kansas.1984.Male",72.3694351872985,72.5379463835755,72.711989916609,72.5403932627115,66.5713795947131,67.1761113309116,67.7420563328045,67.1834706965227,4.76293522681135,5.36288030365476,5.96086018913039,5.35692256618885,"Kansas",1984,"Male","Midwest","West North Central","KS","Kansas","KS"
"1113",1113,33,"Kansas.1985.Female",79.7324297059163,79.8967044768563,80.0731258819182,79.8984199477997,73.2769519957752,73.8757952806303,74.4688665076875,73.8671672356977,5.38443420152953,6.02625988955813,6.64538435460318,6.03125271210197,"Kansas",1985,"Female","Midwest","West North Central","KS","Kansas","KS"
"1114",1114,34,"Kansas.1985.Male",72.6195292427923,72.7766285681851,72.9371580739349,72.7783555476451,66.7462192540877,67.2983860852934,67.8693314560473,67.291956781655,4.90224852793952,5.48458828177922,6.04853116005146,5.48639876599015,"Kansas",1985,"Male","Midwest","West North Central","KS","Kansas","KS"
"1115",1115,35,"Kansas.1986.Female",79.8092906641928,79.9787614322034,80.1352781890093,79.9787239523571,73.5094841354599,74.1110303708457,74.7427160011606,74.1126636728771,5.20477106275553,5.87384382019941,6.46501771281702,5.86606027948003,"Kansas",1986,"Female","Midwest","West North Central","KS","Kansas","KS"
"1116",1116,36,"Kansas.1986.Male",72.845249433753,73.0045430402722,73.160663243349,73.0036963067176,66.7238080438505,67.2859753247885,67.8399749756662,67.2798340632056,5.1596472896187,5.71662527511829,6.31285448470516,5.72386224351195,"Kansas",1986,"Male","Midwest","West North Central","KS","Kansas","KS"
"1117",1117,37,"Kansas.1987.Female",79.8899051273641,80.0516785594147,80.2263551258743,80.0539587293036,73.7770509760269,74.3812529596267,74.9986331165687,74.3755717125442,5.04174944786962,5.67302234599267,6.3158889325856,5.67838701675941,"Kansas",1987,"Female","Midwest","West North Central","KS","Kansas","KS"
"1118",1118,38,"Kansas.1987.Male",73.0506066958714,73.2024695637876,73.3711616048796,73.2056610587175,66.7031238715881,67.2795988891694,67.8513761242663,67.2751729586742,5.33069903931497,5.93460135083386,6.52914779140989,5.9304881000433,"Kansas",1987,"Male","Midwest","West North Central","KS","Kansas","KS"
"1119",1119,39,"Kansas.1988.Female",79.8208267462479,79.9824054517843,80.148226027189,79.9816468792396,73.8811894136255,74.4555162525855,75.0753941065783,74.459504404016,4.88896747095275,5.51816569192999,6.1281325217683,5.52214247522363,"Kansas",1988,"Female","Midwest","West North Central","KS","Kansas","KS"
"1120",1120,40,"Kansas.1988.Male",73.150590943746,73.3209779807842,73.4632446637584,73.3175340244638,66.7840454736022,67.367801003678,67.9405740719036,67.3664512697741,5.38991969787511,5.94954616897195,6.51500165053663,5.95108275468977,"Kansas",1988,"Male","Midwest","West North Central","KS","Kansas","KS"
"1121",1121,41,"Kansas.1989.Female",80.0287472498702,80.1776638404593,80.3479987404728,80.1804460578641,73.9364476573862,74.5161457332715,75.0979250815797,74.515109927565,5.05010379665887,5.658848596745,6.248065099226,5.66533613029914,"Kansas",1989,"Female","Midwest","West North Central","KS","Kansas","KS"
"1122",1122,42,"Kansas.1989.Male",73.4474614602791,73.6080863192593,73.7687573055252,73.6076497598464,66.915090035643,67.4542198922913,68.0288700773846,67.462538087646,5.58400041149017,6.14965704747245,6.71379047768648,6.14511167220037,"Kansas",1989,"Male","Midwest","West North Central","KS","Kansas","KS"
"1123",1123,43,"Kansas.1990.Female",80.2012907189536,80.3585506955699,80.5238846212408,80.3605101150516,73.9538390140324,74.5435215481321,75.0839841046337,74.5363780270226,5.2184473489396,5.82244234508072,6.43410277869127,5.82413208802892,"Kansas",1990,"Female","Midwest","West North Central","KS","Kansas","KS"
"1124",1124,44,"Kansas.1990.Male",73.6025549330811,73.7641743077126,73.9343532666462,73.7650676719237,66.7500900658655,67.339785712358,67.8721526550769,67.3283107466735,5.86966603746721,6.43115518841206,7.04282587859686,6.43675692525013,"Kansas",1990,"Male","Midwest","West North Central","KS","Kansas","KS"
